date,meantemp,humidity
2015/7/3,33,49
2015/7/4,34.125,51.5
2015/7/5,35.71428571,47.28571429
2015/7/6,27.875,83.25
2015/7/7,28.125,86.125
2015/7/8,31.25,72
2015/7/9,29.625,77.25
2015/7/10,26.625,92.125
2015/7/11,25.5,98
2015/7/12,25.5,94.75
2015/7/13,29.875,73.125
2015/7/14,30.875,67.875
2015/7/15,33.375,52.875
2015/7/16,31.75,61.375
2015/7/17,30.75,75.625
2015/7/18,29.5,78.875
2015/7/19,30.125,70
2015/7/20,29.125,78
2015/7/21,31.375,69.25
2015/7/22,32.25,64.125
2015/7/23,32.125,64.875
2015/7/24,32,64.75
2015/7/25,30.85714286,71
2015/7/26,30,71.625
2015/7/27,29.625,69
2015/7/28,29.5,61
2015/7/29,28.5,68.125
2015/7/30,29,67.75
2015/7/31,29,71
2015/8/1,28.25,71.75
2015/8/2,29.625,69.5
2015/8/3,31.5,58.625
2015/8/4,29.42857143,77.78571429
2015/8/5,29.59375,79.65625
2015/8/6,29.5,79.125
2015/8/7,29.25,83
2015/8/8,28.875,84.875
2015/8/9,27.375,90.125
2015/8/10,30.375,77
2015/8/11,28.375,86.625
2015/8/12,30.75,74.25
2015/8/13,32,69.5
2015/8/14,30.875,72.625
2015/8/15,28.5,85.5
2015/8/16,28.625,82.625
2015/8/17,30.75,72.625
2015/8/18,29.125,72.875
2015/8/19,31.25,61.25
2015/8/20,30.75,58.625
2015/8/21,29.375,72
2015/8/22,30.25,65.375
2015/8/23,29.875,69.375
2015/8/24,30.75,65.625
2015/8/25,32,57.28571429
2015/8/26,32,61
2015/8/27,32.5,61
2015/8/28,32,63.5
2015/8/29,32.25,58
2015/8/30,32.625,56.5
2015/8/31,31.85714286,54.42857143
2015/9/1,32.125,47.625
2015/9/2,31.875,45.625
2015/9/3,31.625,49.125
2015/9/4,32,42.625
2015/9/5,30.875,47.25
2015/9/6,31.25,41.8
2015/9/7,31.5,46.375
2015/9/8,31.625,47
2015/9/9,31,47.875
2015/9/10,31.25,46.5
2015/9/11,30.75,49.75
2015/9/12,32.14285714,54.42857143
2015/9/13,32.125,55.25
2015/9/14,31.875,54.375
2015/9/15,33,55
2015/9/16,32.375,55
2015/9/17,31.375,58.375
2015/9/18,31,67.625
2015/9/19,30.625,74.25
2015/9/20,29.14285714,69.14285714
2015/9/21,30.125,64.5
2015/9/22,30.25,64.375
2015/9/23,28.625,61.25
2015/9/24,28.25,52.375
2015/9/25,28.5,49.375
2015/9/26,29.25,53.5
2015/9/27,28.71428571,58.14285714
2015/9/28,28.25,58.5
2015/9/29,29,54.57142857
2015/9/30,29,46.875
2015/10/1,28.125,51.25
2015/10/2,28.28571429,53.71428571
2015/10/3,30,52.33333333
2015/10/4,29,54.375
2015/10/5,28.875,59.375
2015/10/6,28.375,61.125
2015/10/7,28.625,65.75
2015/10/8,28.375,65.125
2015/10/9,28.5,59.75
2015/10/10,28.5,54.625
2015/10/11,28.57142857,51.57142857
2015/10/12,29.25,54.125
2015/10/13,29.5,62.875
2015/10/14,28.125,63.625
2015/10/15,27.5,66
2015/10/16,27.875,62.625
2015/10/17,28,63.75
2015/10/18,26.85714286,71.71428571
2015/10/19,28.14285714,66.28571429
2015/10/20,27.71428571,64.85714286
2015/10/21,26.5,62.125
2015/10/22,24.75,56
2015/10/23,24,51.625
2015/10/24,24.875,53.25
2015/10/25,26.375,47.125
2015/10/26,25.625,52.125
2015/10/27,24.75,54.25
2015/10/28,20.875,57.25
2015/10/29,22.125,63.5
2015/10/30,22.375,67.25
2015/10/31,22.375,69.375
2015/11/1,22.875,70.5
2015/11/2,23.375,71.375
2015/11/3,24,67.875
2015/11/4,23.75,69
2015/11/5,22.125,75.25
2015/11/6,22.875,74.375
2015/11/7,21.875,74.875
2015/11/8,21.875,70.25
2015/11/9,21.75,73.625
2015/11/10,22.75,72.625
2015/11/11,21.875,59.5
2015/11/12,21.875,60.5
2015/11/13,22.375,59.375
2015/11/14,22.375,59.625
2015/11/15,22.5,62
2015/11/16,21.875,50.375
2015/11/17,19.875,48.375
2015/11/18,18.5,57.625
2015/11/19,18.5,64.75
2015/11/20,18.5,66
2015/11/21,18.75,67.625
2015/11/22,18.625,64.875
2015/11/23,17,73.5
2015/11/24,18.5,63
2015/11/25,19.375,56.375
2015/11/26,20,59.5
2015/11/27,18.5,66.25
2015/11/28,18.75,82.125
2015/11/29,18.125,81.25
2015/11/30,19.5,82.375
2015/12/1,19.25,78.75
2015/12/2,18.125,72.125
2015/12/3,17.625,70.25
2015/12/4,17.625,67.5
2015/12/5,17.5,72.375
2015/12/6,17.125,75.875
2015/12/7,17.625,76.875
2015/12/8,18.42857143,71.28571429
2015/12/9,18.375,78.125
2015/12/10,19,77.25
2015/12/11,17.25,77.875
2015/12/12,13.25,91
2015/12/13,12.875,67
2015/12/14,13.25,63.625
2015/12/15,13.125,63.875
2015/12/16,13,65.5
2015/12/17,12.25,73.625
2015/12/18,12.875,71.25
2015/12/19,12.375,71.875
2015/12/20,11.75,70.25
2015/12/21,12.625,74.75
2015/12/22,12,79.875
2015/12/23,12.5,81.375
2015/12/24,11.25,68.625
2015/12/25,11.5,66.125
2015/12/26,12.75,64.5
2015/12/27,15.375,63.25
2015/12/28,17.125,58.125
2015/12/29,16.375,65
2015/12/30,15.5,71.75
2015/12/31,15,71.375
2016/1/1,14.71428571,72.28571429
2016/1/2,14,75.875
2016/1/3,14.375,74.75
2016/1/4,15.75,77.125
2016/1/5,15.83333333,88.83333333
2016/1/6,17.375,81.625
2016/1/7,17.125,87
2016/1/8,15.5,83.25
2016/1/9,15.85714286,65.14285714
2016/1/10,15.625,74.375
2016/1/11,15.75,74.875
2016/1/12,18,69.6875
2016/1/13,18.26666667,75.8
2016/1/14,15.5625,80.4375
2016/1/15,13,84.1875
2016/1/16,13.6,80.06666667
2016/1/17,14,77.66666667
2016/1/18,13.26666667,80.46666667
2016/1/19,12.35714286,88.57142857
2016/1/20,12.06666667,84.2
2016/1/21,12.1875,73.1875
2016/1/22,11.73333333,83.4
2016/1/23,14.4375,75.875
2016/1/24,11.1875,86.25
2016/1/25,11.66666667,75.4
2016/1/26,14.5625,79.6875
2016/1/27,17.58333333,69.16666667
2016/1/28,16.85714286,69.35714286
2016/1/29,19.5625,70.625
2016/1/30,20.14285714,78.5
2016/1/31,17.375,78.25
2016/2/1,15.84615385,65.76923077
2016/2/2,15.26666667,55.86666667
2016/2/3,13.125,66.5
2016/2/4,16.36363636,53
2016/2/5,12.66666667,70.66666667
2016/2/6,15.33333333,69.5
2016/2/7,15.625,77
2016/2/8,17.09090909,67.18181818
2016/2/9,17.76923077,67.46153846
2016/2/10,18.13333333,64.86666667
2016/2/11,19.6875,54.75
2016/2/12,19.2,57.86666667
2016/2/13,17.06666667,62.13333333
2016/2/14,17.64285714,61.92857143
2016/2/15,17.6,59.53333333
2016/2/16,18.21428571,56.14285714
2016/2/17,18.71428571,59.28571429
2016/2/18,19.46666667,76
2016/2/19,23.15384615,70.23076923
2016/2/20,23.625,73.125
2016/2/21,21,61.125
2016/2/22,21,51.42857143
2016/2/23,21.42857143,50.64285714
2016/2/24,21.6875,58.0625
2016/2/25,22.5625,57.5
2016/2/26,22.8,55.6
2016/2/27,22.8,59
2016/2/28,23,63.0625
2016/2/29,23.875,63.9375
2016/3/1,24.91666667,57.41666667
2016/3/2,24.93333333,57.06666667
2016/3/3,26,55.61538462
2016/3/4,27.3125,44.25
2016/3/5,23.93333333,57.13333333
2016/3/6,22.8125,66.5625
2016/3/7,23.71428571,64.14285714
2016/3/8,23.42857143,60.21428571
2016/3/9,24,57.5625
2016/3/10,25.5625,57.4375
2016/3/11,25.06666667,67.8
2016/3/12,24.5625,66.9375
2016/3/13,24.25,65.1875
2016/3/14,22.375,66
2016/3/15,24.06666667,58.93333333
2016/3/16,23.9375,53.75
2016/3/17,26.3125,50.3125
2016/3/18,26.1875,61.25
2016/3/19,26.78571429,61.85714286
2016/3/20,27.13333333,58.73333333
2016/3/21,26.625,43.375
2016/3/22,25.0625,37.875
2016/3/23,26.2,43.26666667
2016/3/24,28.13333333,46.86666667
2016/3/25,29.875,50.1875
2016/3/26,24.66666667,62.66666667
2016/3/27,26.25,53.6875
2016/3/28,25.93333333,52.8
2016/3/29,27.125,47.75
2016/3/30,29.57142857,39.78571429
2016/3/31,30,39.73333333
2016/4/1,30.57142857,38.21428571
2016/4/2,32.3125,38.5625
2016/4/3,33.3125,44.25
2016/4/4,32.8125,33.125
2016/4/5,32.3125,29.3125
2016/4/6,31.375,33.125
2016/4/7,29.93333333,37
2016/4/8,29.26666667,36
2016/4/9,30.73333333,32.46666667
2016/4/10,32.25,29
2016/4/11,29.8,35
2016/4/12,30.2,36.2
2016/4/13,31.75,28.0625
2016/4/14,33.125,23.875
2016/4/15,33.625,25.375
2016/4/16,35.6875,23.6875
2016/4/17,34.66666667,23.86666667
2016/4/18,34.625,30.125
2016/4/19,34,33.6
2016/4/20,34.0625,25.9375
2016/4/21,34,24.66666667
2016/4/22,33.25,24.25
2016/4/23,31.91666667,21.81818182
2016/4/24,31.3125,22.125
2016/4/25,31.75,22.8125
2016/4/26,33.4375,25.1875
2016/4/27,33.125,29.0625
2016/4/28,34.15384615,21.76923077
2016/4/29,34.07142857,23.28571429
2016/4/30,33.0625,25.5625
2016/5/1,34.6875,23.375
2016/5/2,38,18.46666667
2016/5/3,35.5,30.375
2016/5/4,33.71428571,31.85714286
2016/5/5,30.6,42
2016/5/6,31.4375,37.4375
2016/5/7,33.3125,37.1875
2016/5/8,35.13333333,36.33333333
2016/5/9,33.53333333,40.6
2016/5/10,34,39.75
2016/5/11,32.5,49.9375
2016/5/12,35.375,40
2016/5/13,37.29411765,28.11764706
2016/5/14,36.5625,31.875
2016/5/15,37.25,29.5
2016/5/16,37.21428571,23.5
2016/5/17,37.5,25.8125
2016/5/18,37.75,27.625
2016/5/19,37.375,40.5
2016/5/20,37.4,44.2
2016/5/21,36.13333333,45.4
2016/5/22,36.8,44.8
2016/5/23,32.21428571,47.92857143
2016/5/24,31.52631579,53.52631579
2016/5/25,33.2173913,46.60869565
2016/5/26,35.26923077,44.57692308
2016/5/27,38.27272727,26.09090909
2016/5/28,36.0625,37.25
2016/5/29,31.5,57.0625
2016/5/30,26.8125,74.8125
2016/5/31,32.64285714,51.21428571
2016/6/1,36,42.2
2016/6/2,37.5625,35.3125
2016/6/3,37.5625,40.6875
2016/6/4,38.2,42.06666667
2016/6/5,36.16666667,51.75
2016/6/6,35.42857143,45.71428571
2016/6/7,34.625,59.1875
2016/6/8,36.07142857,44.64285714
2016/6/9,35.73333333,43.73333333
2016/6/10,36.13333333,41.86666667
2016/6/11,33.4375,49.9375
2016/6/12,35.5,37.125
2016/6/13,36,43.3125
2016/6/14,32.625,55.125
2016/6/15,34.73333333,48.86666667
2016/6/16,33.5,51.28571429
2016/6/17,34.1875,52.25
2016/6/18,35.85714286,50.57142857
2016/6/19,35.625,53.25
2016/6/20,30.9375,73.9375
2016/6/21,32.875,62.1875
2016/6/22,33.125,60.8125
2016/6/23,33.84615385,51.61538462
2016/6/24,36.4375,46.5625
2016/6/25,35.42857143,55.92857143
2016/6/26,34.86666667,57.46666667
2016/6/27,34.3125,61.25
2016/6/28,30.78571429,75.07142857
2016/6/29,35.375,58.875
2016/6/30,35.46666667,60.2
2016/7/1,32.125,73.4
2016/7/2,28.4,80
2016/7/3,29.5625,78.125
2016/7/4,30.6875,76.3125
2016/7/5,33.25,68.6875
2016/7/6,33.26666667,64.06666667
2016/7/7,33.5,63
2016/7/8,30.8,75.86666667
2016/7/9,33.25,66.0625
2016/7/10,32.5625,65.6875
2016/7/11,31.5,71.9375
2016/7/12,30.5,80.1875
2016/7/13,31.25,76.3125
2016/7/14,30.4375,80.4375
2016/7/15,31,78.0625
2016/7/16,27.125,93.875
2016/7/17,28.125,86.5625
2016/7/18,27.66666667,91.26666667
2016/7/19,32.3125,69.125
2016/7/20,34.1875,59.5625
2016/7/21,34.13333333,56.86666667
2016/7/22,34.125,56.125
2016/7/23,31.875,66
2016/7/24,31.4375,72.25
2016/7/25,31.9375,69.125
2016/7/26,30.3125,82
2016/7/27,28.3125,88.25
2016/7/28,29.53333333,81.33333333
2016/7/29,27.375,92.4375
2016/7/30,27.33333333,92.26666667
2016/7/31,29.26666667,83.13333333
2016/8/1,29.125,84.25
2016/8/2,30.6875,72.125
2016/8/3,32.5625,63.5625
2016/8/4,33.11111111,63.88888889
2016/8/5,33.8,61.66666667
2016/8/6,30.06666667,76
2016/8/7,33.11764706,65.17647059
2016/8/8,33.80952381,62.38095238
2016/8/9,31.61538462,71.65384615
2016/8/10,32,71.25925926
2016/8/11,28.10714286,89.46428571
2016/8/12,29.03571429,85
2016/8/13,30.32142857,77.07142857
2016/8/14,28.93333333,83.7
2016/8/15,31.67857143,67.64285714
2016/8/16,31.33333333,66.41666667
2016/8/17,29.92857143,72.5
2016/8/18,29.88888889,79.81481481
2016/8/19,32.07142857,68.28571429
2016/8/20,33.18518519,66.48148148
2016/8/21,31.59259259,68.07407407
2016/8/22,32.18518519,65.55555556
2016/8/23,31.48,70.08
2016/8/24,30.17857143,79.28571429
2016/8/25,31.52,72.44
2016/8/26,31.22222222,73.81481481
2016/8/27,31.78571429,70.28571429
2016/8/28,33.4,66.24
2016/8/29,29.57142857,82.32142857
2016/8/30,30.04,76.8
2016/8/31,27.25925926,89.55555556
2016/9/1,27.96,87.24
2016/9/2,30.73913043,71.73913043
2016/9/3,30.89473684,62.68421053
2016/9/4,31.69230769,59.30769231
2016/9/5,31.07692308,60.30769231
2016/9/6,30.375,55
2016/9/7,31.1,57.7
2016/9/8,31.91666667,58
2016/9/9,30.55555556,56.66666667
2016/9/10,31.23076923,58.23076923
2016/9/11,31,56.4
2016/9/12,31.64285714,55.5
2016/9/13,32.53333333,57.06666667
2016/9/14,30.85714286,70.35714286
2016/9/15,31.72727273,59.63636364
2016/9/16,31.4,58
2016/9/17,32.30769231,58
2016/9/18,32.25,58.83333333
2016/9/19,32.375,59.45833333
2016/9/20,33.44444444,54.07407407
2016/9/21,33.36,58.96
2016/9/22,30.03703704,67.62962963
2016/9/23,31,66.10714286
2016/9/24,31.24,66.48
2016/9/25,31.13043478,62.30434783
2016/9/26,31.48,60.88
2016/9/27,32.18518519,57.81481481
2016/9/28,32.44,55.28
2016/9/29,32.22727273,61.31818182
2016/9/30,32.21428571,59.35714286
2016/10/1,32.54166667,61.91666667
2016/10/2,32.81481481,61.81481481
2016/10/3,33.26923077,59.57692308
2016/10/4,30.55555556,69.81481481
2016/10/5,28.83333333,71.875
2016/10/6,30.7037037,64.81481481
2016/10/7,30.96,59.96
2016/10/8,30.6,57.96
2016/10/9,30.92,59.2
2016/10/10,29.77777778,51.11111111
2016/10/11,29.66666667,51.14814815
2016/10/12,29.57142857,47.28571429
2016/10/13,29.96296296,44
2016/10/14,29.75,47.875
2016/10/15,27.74074074,54.14814815
2016/10/16,28.42857143,49.85714286
2016/10/17,28.6,49.24
2016/10/18,28.5,48.45833333
2016/10/19,28.92592593,49.18518519
2016/10/20,29.07692308,47.73076923
2016/10/21,28.40909091,50.40909091
2016/10/22,29.33333333,49.48148148
2016/10/23,27.5,54.96153846
2016/10/24,28.5,51.42307692
2016/10/25,28.04,54.56
2016/10/26,27.57692308,56.19230769
2016/10/27,26.55555556,59.37037037
2016/10/28,25.51851852,58.77777778
2016/10/29,25.81481481,62.77777778
2016/10/30,24.82608696,71.04347826
2016/10/31,24.53846154,66.80769231
2016/11/1,24.38461538,58.73076923
2016/11/2,23.72727273,65.90909091
2016/11/3,25.64,59.76
2016/11/4,24.81481481,58.2962963
2016/11/5,23.11538462,66.57692308
2016/11/6,22.92592593,63.85185185
2016/11/7,24.54545455,51.31818182
2016/11/8,23.73076923,52.26923077
2016/11/9,23,49.7037037
2016/11/10,23.51851852,50.14814815
2016/11/11,23.92,54.04
2016/11/12,23.53846154,58.03846154
2016/11/13,24.2962963,55.81481481
2016/11/14,23.34615385,60.73076923
2016/11/15,22.24,55.72
2016/11/16,21.76923077,53.23076923
2016/11/17,21.73076923,51.73076923
2016/11/18,21.73076923,53.61538462
2016/11/19,20.66666667,60.66666667
2016/11/20,22.25,59.9
2016/11/21,21.53846154,60.46153846
2016/11/22,22.57894737,50.15789474
2016/11/23,22.82608696,51.43478261
2016/11/24,21.42105263,51.47368421
2016/11/25,23.6,30.55
2016/11/26,24.29411765,32.64705882
2016/11/27,23.63636364,33.63636364
2016/11/28,22.45454545,37.31818182
2016/11/29,21.61111111,53.72222222
2016/11/30,19.86956522,80.08695652
2016/12/1,19.75,84
2016/12/2,19.20833333,75.875
2016/12/3,21.20833333,52.16666667
2016/12/4,18.9,55.25
2016/12/5,18.63636364,56.59090909
2016/12/6,18.53846154,69.92307692
2016/12/7,18.25,74.35
2016/12/8,16.9,73.3
2016/12/9,19.41666667,68.125
2016/12/10,16.44444444,82.83333333
2016/12/11,20.04166667,69.58333333
2016/12/12,19.90909091,63.86363636
2016/12/13,19.05,62.35
2016/12/14,18.55555556,58.61111111
2016/12/15,18.16666667,56.625
2016/12/16,15.83333333,63.27777778
2016/12/17,17.5,63.38888889
2016/12/18,16.08333333,64.54166667
2016/12/19,17.85714286,56.0952381
2016/12/20,19.8,48.53333333
2016/12/21,18.05,54.3
2016/12/22,17.28571429,57.85714286
2016/12/23,15.55,74.7
2016/12/24,17.31818182,78.63636364
2016/12/25,14,94.3
2016/12/26,17.14285714,74.85714286
2016/12/27,16.85,67.55
2016/12/28,17.2173913,68.04347826
2016/12/29,15.23809524,87.85714286
2016/12/30,14.0952381,89.66666667
2016/12/31,15.05263158,87
2017/1/1,10,100
